label,text
a feeling that is oriented toward some real or supposed grievance,"@sierraphares oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick."
a feeling that is oriented toward some real or supposed grievance,"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!"
a feeling that is oriented toward some real or supposed grievance,"Her pearl must not be missing; it must be there, that the crown, when worn, may be complete."
emotions experienced when not in a state of well-being,"Tears of sorrow rolled down their cheeks, and fell in heavy drops on the floor, but not a word was spoken."
emotions experienced when not in a state of well-being,"The silence which reigned here expressed a world of grief.
sadness,,With silent steps"
emotions experienced when not in a state of well-being,"Strange men came in and placed the lid of the coffin over the dead, and drove the nails firmly in; while the blows of the hammer resounded through the house, and echoed in the hearts that were bleeding."
an emotion experienced in anticipation of some specific pain or danger,"Whither art thou leading me?"" asked the guardian angel."
a feeling that is oriented toward some real or supposed grievance,i was invited to one on the beach but it was too short notice i mean why the hell tell you 2hrs before?? really?
a feeling that is oriented toward some real or supposed grievance,I almost feel offended that she thinks that's a big deal. She's knows I'll literally do anything for her or Kai.
a feeling that is oriented toward some real or supposed grievance,@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.
a feeling that is oriented toward some real or supposed grievance,Pigling Bland refused quite crossly.
a feeling that is oriented toward some real or supposed grievance,When you've still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us 😭😭 @__KirstyGA  #oldcunt
a feeling that is oriented toward some real or supposed grievance,@mrgenius23 You win ... SIGH Rakeem
a feeling that is oriented toward some real or supposed grievance,is a bit tired. I blame the rain.  http://plurk.com/p/x2jc9
a feeling that is oriented toward some real or supposed grievance,"When a colleague asked me for help at work, despite the fact that he had more time to do it than I had."
a feeling that is oriented toward some real or supposed grievance,"@easyJet Hi folks. Flight is going to be over an hour late departing from INV (EZY864), how do we go about getting a refund please?"
a feeling that is oriented toward some real or supposed grievance,Once I saw some children hunting a cat to death.
a feeling that is oriented toward some real or supposed grievance,swoobs and swass.... why the hell is air not on TODAY when I am packing  blech
a feeling that is oriented toward some real or supposed grievance,It's car crash tv at it's worst.
a feeling that is oriented toward some real or supposed grievance,playing pet society
a feeling that is oriented toward some real or supposed grievance,Being refused to attend the neuropsychology lecture in the medical university.
a feeling that is oriented toward some real or supposed grievance,Top off! said the cat quite coolly.
a feeling that is oriented toward some real or supposed grievance,@ggreenwald @SusanSarandon We are blaming 5% of the fucking idiots who are putting the World in the middle of their tantrums. You are one.
a feeling that is oriented toward some real or supposed grievance,That feel when you travel 700 miles to pick up a form that arrives in the post two days after you leave.
a feeling that is oriented toward some real or supposed grievance,and this stupid wireless wont work downstairs
a feeling that is oriented toward some real or supposed grievance,My sister once stole my mother's money and made her very angry.  After this my mother would beat her up for unreasonable reasons.  One day my sister lent her book to a friend without telling my mother about it.  When my mother learnt this she beat her up and even threatened her with a pair of scissors.
a feeling that is oriented toward some real or supposed grievance,"The child is mine, she answered; ""I can murder him if I like, and you too, Giannina."""
a feeling that is oriented toward some real or supposed grievance,@thehypercube - touched a real live Cube in Hamilton. Dealership closed - couldn't sit in it though
